"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HC","AC"
"645",2016-09-21,"Leverkusen","Augsburg","0","0","D",14,5,6,2,6,3
"646",2016-09-21,"RB Leipzig","M'gladbach","1","1","D",9,3,5,1,5,2
"647",2016-09-21,"Schalke 04","FC Koln","1","3","A",18,9,8,5,8,4
"648",2016-09-21,"Werder Bremen","Mainz","1","2","A",13,13,7,6,3,14
"649",2016-09-23,"Dortmund","Freiburg","3","1","H",24,9,5,5,15,3
"650",2016-09-24,"Augsburg","Darmstadt","1","0","H",19,4,6,0,3,5
"651",2016-09-24,"Ein Frankfurt","Hertha","3","3","D",11,6,4,4,4,1
"652",2016-09-24,"Hamburg","Bayern Munich","0","1","A",7,17,1,8,3,5
"653",2016-09-24,"Mainz","Leverkusen","2","3","A",9,16,5,6,6,1
"654",2016-09-24,"M'gladbach","Ingolstadt","2","0","H",7,8,5,2,1,3
"655",2016-09-24,"Werder Bremen","Wolfsburg","2","1","H",16,11,4,3,6,2
"656",2016-09-25,"FC Koln","RB Leipzig","1","1","D",10,12,2,2,1,6
"657",2016-09-25,"Hoffenheim","Schalke 04","2","1","H",14,12,2,5,2,6
"658",2016-09-30,"RB Leipzig","Augsburg","2","1","H",17,6,10,2,6,3
"659",2016-10-01,"Bayern Munich","FC Koln","1","1","D",27,5,3,2,10,3
"660",2016-10-01,"Darmstadt","Werder Bremen","2","2","D",9,14,2,7,5,10
"661",2016-10-01,"Freiburg","Ein Frankfurt","1","0","H",11,14,3,3,9,4
"662",2016-10-01,"Hertha","Hamburg","2","0","H",14,16,5,3,7,3
"663",2016-10-01,"Ingolstadt","Hoffenheim","1","2","A",18,21,5,9,8,5
"664",2016-10-01,"Leverkusen","Dortmund","2","0","H",11,10,6,4,1,9
"665",2016-10-02,"Schalke 04","M'gladbach","4","0","H",15,12,8,4,3,5
"666",2016-10-02,"Wolfsburg","Mainz","0","0","D",19,8,3,2,11,3
"667",2016-10-14,"Dortmund","Hertha","1","1","D",15,9,6,2,5,0
"668",2016-10-15,"Augsburg","Schalke 04","1","1","D",11,12,5,3,6,4
"669",2016-10-15,"Ein Frankfurt","Bayern Munich","2","2","D",13,14,4,5,2,6
"670",2016-10-15,"FC Koln","Ingolstadt","2","1","H",15,9,3,1,5,3
"671",2016-10-15,"Hoffenheim","Freiburg","2","1","H",14,13,4,6,8,5
"672",2016-10-15,"M'gladbach","Hamburg","0","0","D",22,5,4,0,10,3
"673",2016-10-15,"Werder Bremen","Leverkusen","2","1","H",11,13,5,6,0,2
"674",2016-10-16,"Mainz","Darmstadt","2","1","H",13,12,5,4,7,7
"675",2016-10-16,"Wolfsburg","RB Leipzig","0","1","A",10,13,2,6,7,4
"676",2016-10-21,"Hamburg","Ein Frankfurt","0","3","A",3,13,0,4,0,2
"677",2016-10-22,"Bayern Munich","M'gladbach","2","0","H",17,3,5,0,8,1
"678",2016-10-22,"Darmstadt","Wolfsburg","3","1","H",9,9,5,1,1,4
"679",2016-10-22,"Freiburg","Augsburg","2","1","H",12,14,5,6,0,1
"680",2016-10-22,"Hertha","FC Koln","2","1","H",13,10,7,2,4,5
"681",2016-10-22,"Ingolstadt","Dortmund","3","3","D",12,24,7,10,2,8
"682",2016-10-22,"Leverkusen","Hoffenheim","0","3","A",6,14,1,8,5,3
"683",2016-10-23,"RB Leipzig","Werder Bremen","3","1","H",22,7,6,3,6,5
"684",2016-10-23,"Schalke 04","Mainz","3","0","H",11,10,5,4,3,3
"685",2016-10-28,"M'gladbach","Ein Frankfurt","0","0","D",7,6,2,1,3,6
"686",2016-10-29,"Augsburg","Bayern Munich","1","3","A",7,16,3,8,4,10
"687",2016-10-29,"Darmstadt","RB Leipzig","0","2","A",4,11,0,4,2,6
"688",2016-10-29,"Dortmund","Schalke 04","0","0","D",9,8,1,2,1,4
"689",2016-10-29,"Mainz","Ingolstadt","2","0","H",17,5,8,2,5,0
"690",2016-10-29,"Werder Bremen","Freiburg","1","3","A",14,13,4,5,4,4
"691",2016-10-29,"Wolfsburg","Leverkusen","1","2","A",6,18,2,6,1,4
"692",2016-10-30,"FC Koln","Hamburg","3","0","H",18,9,6,2,7,4
"693",2016-10-30,"Hoffenheim","Hertha","1","0","H",24,5,7,2,7,3
"694",2016-11-04,"Hertha","M'gladbach","3","0","H",12,11,6,2,4,1
"695",2016-11-05,"Bayern Munich","Hoffenheim","1","1","D",21,5,5,3,8,1
"696",2016-11-05,"Ein Frankfurt","FC Koln","1","0","H",8,6,1,1,4,5
"697",2016-11-05,"Freiburg","Wolfsburg","0","3","A",12,13,2,5,6,9
"698",2016-11-05,"Hamburg","Dortmund","2","5","A",14,10,6,6,5,3
"699",2016-11-05,"Ingolstadt","Augsburg","0","2","A",14,13,5,5,3,6
"700",2016-11-05,"Leverkusen","Darmstadt","3","2","H",12,6,4,3,6,5
"701",2016-11-06,"RB Leipzig","Mainz","3","1","H",15,11,5,3,3,6
"702",2016-11-06,"Schalke 04","Werder Bremen","3","1","H",24,8,6,5,3,6
"703",2016-11-18,"Leverkusen","RB Leipzig","2","3","A",12,11,6,4,6,9
"704",2016-11-19,"Augsburg","Hertha","0","0","D",9,10,3,4,4,3
"705",2016-11-19,"Darmstadt","Ingolstadt","0","1","A",18,15,4,7,8,11
"706",2016-11-19,"Dortmund","Bayern Munich","1","0","H",11,18,4,3,3,9
"707",2016-11-19,"Mainz","Freiburg","4","2","H",11,24,6,11,3,5
"708",2016-11-19,"M'gladbach","FC Koln","1","2","A",20,11,8,4,7,3
"709",2016-11-19,"Wolfsburg","Schalke 04","0","1","A",8,19,0,4,3,5
"710",2016-11-20,"Hoffenheim","Hamburg","2","2","D",18,14,5,4,8,6
"711",2016-11-20,"Werder Bremen","Ein Frankfurt","1","2","A",14,19,4,9,3,6
"712",2016-11-25,"Freiburg","RB Leipzig","1","4","A",9,16,3,7,4,5
"713",2016-11-26,"Bayern Munich","Leverkusen","2","1","H",13,13,8,4,6,3
"714",2016-11-26,"Ein Frankfurt","Dortmund","2","1","H",12,12,4,5,4,5
"715",2016-11-26,"FC Koln","Augsburg","0","0","D",18,13,5,2,3,5
"716",2016-11-26,"Hamburg","Werder Bremen","2","2","D",17,12,7,4,5,3
"717",2016-11-26,"Ingolstadt","Wolfsburg","1","1","D",20,11,5,3,4,5
"718",2016-11-26,"M'gladbach","Hoffenheim","1","1","D",16,15,8,4,2,6
"719",2016-11-27,"Hertha","Mainz","2","1","H",16,9,5,4,5,3
"720",2016-11-27,"Schalke 04","Darmstadt","3","1","H",20,9,7,2,5,6
"721",2016-12-02,"Mainz","Bayern Munich","1","3","A",9,15,3,6,1,5
"722",2016-12-03,"Dortmund","M'gladbach","4","1","H",15,3,7,1,9,3
"723",2016-12-03,"Hoffenheim","FC Koln","4","0","H",10,10,6,1,3,4
"724",2016-12-03,"Leverkusen","Freiburg","1","1","D",13,10,6,2,4,3
"725",2016-12-03,"RB Leipzig","Schalke 04","2","1","H",14,11,5,5,8,5
"726",2016-12-03,"Werder Bremen","Ingolstadt","2","1","H",14,15,5,5,3,4
"727",2016-12-03,"Wolfsburg","Hertha","2","3","A",6,18,4,8,0,2
"728",2016-12-04,"Augsburg","Ein Frankfurt","1","1","D",14,7,5,4,5,2
"729",2016-12-04,"Darmstadt","Hamburg","0","2","A",10,21,2,5,1,4
"730",2016-12-09,"Ein Frankfurt","Hoffenheim","0","0","D",15,3,3,0,11,2
"731",2016-12-10,"Bayern Munich","Wolfsburg","5","0","H",19,6,10,3,10,2
"732",2016-12-10,"FC Koln","Dortmund","1","1","D",7,11,2,4,1,6
"733",2016-12-10,"Freiburg","Darmstadt","1","0","H",12,16,2,4,6,5
"734",2016-12-10,"Hamburg","Augsburg","1","0","H",11,11,5,2,3,5
"735",2016-12-10,"Hertha","Werder Bremen","0","1","A",11,13,4,6,5,1
"736",2016-12-10,"Ingolstadt","RB Leipzig","1","0","H",4,13,1,3,3,4
"737",2016-12-11,"M'gladbach","Mainz","1","0","H",9,12,3,4,4,1
"738",2016-12-11,"Schalke 04","Leverkusen","0","1","A",11,13,0,2,4,3
"739",2016-12-16,"Hoffenheim","Dortmund","2","2","D",13,14,5,4,2,4
"740",2016-12-17,"Augsburg","M'gladbach","1","0","H",8,8,1,3,3,0
"741",2016-12-17,"Mainz","Hamburg","3","1","H",19,10,8,3,6,6
"742",2016-12-17,"RB Leipzig","Hertha","2","0","H",16,3,8,0,9,1
"743",2016-12-17,"Schalke 04","Freiburg","1","1","D",17,6,2,2,9,1
"744",2016-12-17,"Werder Bremen","FC Koln","1","1","D",10,14,5,5,4,5
"745",2016-12-17,"Wolfsburg","Ein Frankfurt","1","0","H",15,7,3,1,4,2
"746",2016-12-18,"Darmstadt","Bayern Munich","0","1","A",10,13,2,2,3,1
"747",2016-12-18,"Leverkusen","Ingolstadt","1","2","A",5,17,3,7,1,4
"748",2016-12-20,"Dortmund","Augsburg","1","1","D",23,8,8,3,6,2
"749",2016-12-20,"Ein Frankfurt","Mainz","3","0","H",9,11,4,6,6,6
"750",2016-12-20,"Hamburg","Schalke 04","2","1","H",11,6,7,3,4,5
"751",2016-12-20,"M'gladbach","Wolfsburg","1","2","A",20,18,4,7,5,6
"752",2016-12-21,"Bayern Munich","RB Leipzig","3","0","H",24,5,11,2,9,4
"753",2016-12-21,"FC Koln","Leverkusen","1","1","D",11,18,2,6,4,5
"754",2016-12-21,"Hertha","Darmstadt","2","0","H",15,5,5,0,6,4
"755",2016-12-21,"Hoffenheim","Werder Bremen","1","1","D",12,10,3,3,5,9
"756",2016-12-21,"Ingolstadt","Freiburg","1","2","A",17,11,6,5,6,3
"757",2017-01-20,"Freiburg","Bayern Munich","1","2","A",11,13,3,5,1,11
"758",2017-01-21,"Augsburg","Hoffenheim","0","2","A",9,13,2,3,4,4
"759",2017-01-21,"Darmstadt","M'gladbach","0","0","D",8,14,2,4,4,6
"760",2017-01-21,"RB Leipzig","Ein Frankfurt","3","0","H",17,4,7,3,3,3
"761",2017-01-21,"Schalke 04","Ingolstadt","1","0","H",15,14,5,3,7,3
"762",2017-01-21,"Werder Bremen","Dortmund","1","2","A",9,22,5,8,3,5
"763",2017-01-21,"Wolfsburg","Hamburg","1","0","H",11,11,3,1,5,3
"764",2017-01-22,"Leverkusen","Hertha","3","1","H",16,7,9,3,7,3
"765",2017-01-22,"Mainz","FC Koln","0","0","D",12,9,5,3,5,5
"766",2017-01-27,"Schalke 04","Ein Frankfurt","0","1","A",12,8,2,1,3,2
"767",2017-01-28,"Darmstadt","FC Koln","1","6","A",10,14,4,7,3,4
"768",2017-01-28,"Ingolstadt","Hamburg","3","1","H",15,11,7,3,1,6
"769",2017-01-28,"Leverkusen","M'gladbach","2","3","A",13,12,4,7,9,5
"770",2017-01-28,"RB Leipzig","Hoffenheim","2","1","H",14,5,5,2,7,4
"771",2017-01-28,"Werder Bremen","Bayern Munich","1","2","A",11,13,4,4,2,7
"772",2017-01-28,"Wolfsburg","Augsburg","1","2","A",11,12,5,5,5,6
"773",2017-01-29,"Freiburg","Hertha","2","1","H",11,11,4,2,6,4
"774",2017-01-29,"Mainz","Dortmund","1","1","D",9,13,1,4,2,4
